숫자|기수|서수|서수(단위용)|다이얼(공)|다이얼(영)
400|사백|사백|사백|사공공|사영영
401|사백 일|사백 하나|사백 한|사공일|사영일
402|사백 이|사백 둘|사백 두|사공이|사영이
403|사백 삼|사백 셋|사백 세|사공삼|사영삼
404|사백 사|사백 넷|사백 네|사공사|사영사
405|사백 오|사백 다섯|사백 다섯|사공이오|사영오
406|사백 육|사백 여섯|사백 여섯|사공육|사영육
407|사백 칠|사백 일곱|사백 일곱|사공칠|사영칠
408|사백 팔|사백 여덟|사백 여덟|사공팔|사영팔
409|사백 구|사백 아홉|사백 아홉|사공구|사영구
410|사백 십|사백 십|사백 십|사일공|사일영
411|사백 십 일|사백 십 하나|사백 십 한|사일일|사일일
412|사백 십 이|사백 십 둘|사백 십 두|사일이|사일이
413|사백 십 삼|사백 십 셋|사백 십 세|사일삼|사일삼
414|사백 십 사|사백 십 넷|사백 십 네|사일사|사일사
415|사백 십 오|사백 십 다섯|사백 십 다섯|사일오|사일오
416|사백 십 육|사백 십 여섯|사백 십 여섯|사일육|사일육
417|사백 십 칠|사백 십 일곱|사백 십 일곱|사일칠|사일칠
418|사백 십 팔|사백 십 여덟|사백 십 여덟|사일팔|사일팔
419|사백 십 구|사백 십 아홉|사백 십 아홉|사일구|사일구
420|사백 이십|사백 스물|사백 스무|사이공|사이영
421|사백 이십 일|사백 스물 하나|사백 스물 한|사이일|사이일
422|사백 이십 이|사백 스물 둘|사백 스물 두|사이이|사이이
423|사백 이십 삼|사백 스물 셋|사백 스물 세|사이삼|사이삼
424|사백 이십 사|사백 스물 넷|사백 스물 네|사이사|사이사
425|사백 이십 오|사백 스물 다섯|사백 스물 다섯|사이오|사이오
426|사백 이십 육|사백 스물 여섯|사백 스물 여섯|사이육|사이육
427|사백 이십 칠|사백 스물 일곱|사백 스물 일곱|사이칠|사이칠
428|사백 이십 팔|사백 스물 여덟|사백 스물 여덟|사이팔|사이팔
429|사백 이십 구|사백 스물 아홉|사백 스물 아홉|사이구|사이구
430|사백 삼십|사백 서른|사백 서른|사삼공|사삼영
431|사백 삼십 일|사백 서른 하나|사백 서른 한|사삼일|사삼일
432|사백 삼십 이|사백 서른 둘|사백 서른 두|사삼이|사삼이
433|사백 삼십 삼|사백 서른 셋|사백 서른 세|사삼삼|사삼삼
434|사백 삼십 사|사백 서른 넷|사백 서른 네|사삼사|사삼사
435|사백 삼십 오|사백 서른 다섯|사백 서른 다섯|사삼오|사삼오
436|사백 삼십 육|사백 서른 여섯|사백 서른 여섯|사삼육|사삼육
437|사백 삼십 칠|사백 서른 일곱|사백 서른 일곱|사삼칠|사삼칠
438|사백 삼십 팔|사백 서른 여덟|사백 서른 여덟|사삼팔|사삼팔
439|사백 삼십 구|사백 서른 아홉|사백 서른 아홉|사삼구|사삼구
440|사백 사십|사백 마흔|사백 마흔|사사공|사사영
441|사백 사십 일|사백 마흔 하나|사백 마흔 한|사사일|사사일
442|사백 사십 이|사백 마흔 둘|사백 마흔 두|사사이|사사이
443|사백 사십 삼|사백 마흔 셋|사백 마흔 세|사사삼|사사삼
444|사백 사십 사|사백 마흔 넷|사백 마흔 네|사사사|사사사
445|사백 사십 오|사백 마흔 다섯|사백 마흔 다섯|사사오|사사오
446|사백 사십 육|사백 마흔 여섯|사백 마흔 여섯|사사육|사사육
447|사백 사십 칠|사백 마흔 일곱|사백 마흔 일곱|사사칠|사사칠
448|사백 사십 팔|사백 마흔 여덟|사백 마흔 여덟|사사팔|사사팔
449|사백 사십 구|사백 마흔 아홉|사백 마흔 아홉|사사구|사사구
450|사백 오십|사백 쉰|사백 쉰|사오공|사오영
451|사백 오십 일|사백 쉰 하나|사백 쉰 한|사오일|사오일
452|사백 오십 이|사백 쉰 둘|사백 쉰 두|사오이|사오이
453|사백 오십 삼|사백 쉰 셋|사백 쉰 세|사오삼|사오삼
454|사백 오십 사|사백 쉰 넷|사백 쉰 네|사오사|사오사
455|사백 오십 오|사백 쉰 다섯|사백 쉰 다섯|사오오|사오오
456|사백 오십 육|사백 쉰 여섯|사백 쉰 여섯|사오육|사오육
457|사백 오십 칠|사백 쉰 일곱|사백 쉰 일곱|사오칠|사오칠
458|사백 오십 팔|사백 쉰 여덟|사백 쉰 여덟|사오팔|사오팔
459|사백 오십 구|사백 쉰 아홉|사백 쉰 아홉|사오구|사오구
460|사백 육십|사백 예순|사백 예순|사육공|사육영
461|사백 육십 일|사백 예순 하나|사백 예순 한|사육일|사육일
462|사백 육십 이|사백 예순 둘|사백 예순 두|사육이|사육이
463|사백 육십 삼|사백 예순 셋|사백 예순 세|사육삼|사육삼
464|사백 육십 사|사백 예순 넷|사백 예순 네|사육사|사육사
465|사백 육십 오|사백 예순 다섯|사백 예순 다섯|사육오|사육오
466|사백 육십 육|사백 예순 여섯|사백 예순 여섯|사육육|사육육
467|사백 육십 칠|사백 예순 일곱|사백 예순 일곱|사육칠|사육칠
468|사백 육십 팔|사백 예순 여덟|사백 예순 여덟|사육팔|사육팔
469|사백 육십 구|사백 예순 아홉|사백 예순 아홉|사육구|사육구
470|사백 칠십|사백 일흔|사백 일흔|사칠공|사칠영
471|사백 칠십 일|사백 일흔 하나|사백 일흔 한|사칠일|사칠일
472|사백 칠십 이|사백 일흔 둘|사백 일흔 두|사칠이|사칠이
473|사백 칠십 삼|사백 일흔 셋|사백 일흔 세|사칠삼|사칠삼
474|사백 칠십 사|사백 일흔 넷|사백 일흔 네|사칠사|사칠사
475|사백 칠십 오|사백 일흔 다섯|사백 일흔 다섯|사칠오|사칠오
476|사백 칠십 육|사백 일흔 여섯|사백 일흔 여섯|사칠육|사칠육
477|사백 칠십 칠|사백 일흔 일곱|사백 일흔 일곱|사칠칠|사칠칠
478|사백 칠십 팔|사백 일흔 여덟|사백 일흔 여덟|사칠팔|사칠팔
479|사백 칠십 구|사백 일흔 아홉|사백 일흔 아홉|사칠구|사칠구
480|사백 팔십|사백 여든|사백 여든|사팔공|사팔영
481|사백 팔십 일|사백 여든 하나|사백 여든 한|사팔일|사팔일
482|사백 팔십 이|사백 여든 둘|사백 여든 두|사팔이|사팔이
483|사백 팔십 삼|사백 여든 셋|사백 여든 세|사팔삼|사팔삼
484|사백 팔십 사|사백 여든 넷|사백 여든 네|사팔사|사팔사
485|사백 팔십 오|사백 여든 다섯|사백 여든 다섯|사팔오|사팔오
486|사백 팔십 육|사백 여든 여섯|사백 여든 여섯|사팔육|사팔육
487|사백 팔십 칠|사백 여든 일곱|사백 여든 일곱|사팔칠|사팔칠
488|사백 팔십 팔|사백 여든 여덟|사백 여든 여덟|사팔팔|사팔팔
489|사백 팔십 구|사백 여든 아홉|사백 여든 아홉|사팔구|사팔구
490|사백 구십|사백 아흔|사백 아흔|사구공|사구영
491|사백 구십 일|사백 아흔 하나|사백 아흔 한|사구일|사구일
492|사백 구십 이|사백 아흔 둘|사백 아흔 두|사구이|사구이
493|사백 구십 삼|사백 아흔 셋|사백 아흔 세|사구삼|사구삼
494|사백 구십 사|사백 아흔 넷|사백 아흔 네|사구사|사구사
495|사백 구십 오|사백 아흔 다섯|사백 아흔 다섯|사구오|사구오
496|사백 구십 육|사백 아흔 여섯|사백 아흔 여섯|사구육|사구육
497|사백 구십 칠|사백 아흔 일곱|사백 아흔 일곱|사구칠|사구칠
498|사백 구십 팔|사백 아흔 여덟|사백 아흔 여덟|사구팔|사구팔
499|사백 구십 구|사백 아흔 아홉|오백|사구구|사구구
500|오백|오백|오백|오공공|오영영
501|오백 일|오백 하나|오백 한|오공일|오영일
502|오백 이|오백 둘|오백 두|오공이|오영이
503|오백 삼|오백 셋|오백 세|오공삼|오영삼
504|오백 사|오백 넷|오백 네|오공사|오영사
505|오백 오|오백 다섯|오백 다섯|오공이오|오영오
506|오백 육|오백 여섯|오백 여섯|오공육|오영육
507|오백 칠|오백 일곱|오백 일곱|오공칠|오영칠
508|오백 팔|오백 여덟|오백 여덟|오공팔|오영팔
509|오백 구|오백 아홉|오백 아홉|오공구|오영구
510|오백 십|오백 십|오백 십|오일공|오일영
511|오백 십 일|오백 십 하나|오백 십 한|오일일|오일일
512|오백 십 이|오백 십 둘|오백 십 두|오일이|오일이
513|오백 십 삼|오백 십 셋|오백 십 세|오일삼|오일삼
514|오백 십 사|오백 십 넷|오백 십 네|오일사|오일사
515|오백 십 오|오백 십 다섯|오백 십 다섯|오일오|오일오
516|오백 십 육|오백 십 여섯|오백 십 여섯|오일육|오일육
517|오백 십 칠|오백 십 일곱|오백 십 일곱|오일칠|오일칠
518|오백 십 팔|오백 십 여덟|오백 십 여덟|오일팔|오일팔
519|오백 십 구|오백 십 아홉|오백 십 아홉|오일구|오일구
520|오백 이십|오백 스물|오백 스무|오이공|오이영
521|오백 이십 일|오백 스물 하나|오백 스물 한|오이일|오이일
522|오백 이십 이|오백 스물 둘|오백 스물 두|오이이|오이이
523|오백 이십 삼|오백 스물 셋|오백 스물 세|오이삼|오이삼
524|오백 이십 사|오백 스물 넷|오백 스물 네|오이사|오이사
525|오백 이십 오|오백 스물 다섯|오백 스물 다섯|오이오|오이오
526|오백 이십 육|오백 스물 여섯|오백 스물 여섯|오이육|오이육
527|오백 이십 칠|오백 스물 일곱|오백 스물 일곱|오이칠|오이칠
528|오백 이십 팔|오백 스물 여덟|오백 스물 여덟|오이팔|오이팔
529|오백 이십 구|오백 스물 아홉|오백 스물 아홉|오이구|오이구
530|오백 삼십|오백 서른|오백 서른|오삼공|오삼영
531|오백 삼십 일|오백 서른 하나|오백 서른 한|오삼일|오삼일
532|오백 삼십 이|오백 서른 둘|오백 서른 두|오삼이|오삼이
533|오백 삼십 삼|오백 서른 셋|오백 서른 세|오삼삼|오삼삼
534|오백 삼십 사|오백 서른 넷|오백 서른 네|오삼사|오삼사
535|오백 삼십 오|오백 서른 다섯|오백 서른 다섯|오삼오|오삼오
536|오백 삼십 육|오백 서른 여섯|오백 서른 여섯|오삼육|오삼육
537|오백 삼십 칠|오백 서른 일곱|오백 서른 일곱|오삼칠|오삼칠
538|오백 삼십 팔|오백 서른 여덟|오백 서른 여덟|오삼팔|오삼팔
539|오백 삼십 구|오백 서른 아홉|오백 서른 아홉|오삼구|오삼구
540|오백 사십|오백 마흔|오백 마흔|오사공|오사영
541|오백 사십 일|오백 마흔 하나|오백 마흔 한|오사일|오사일
542|오백 사십 이|오백 마흔 둘|오백 마흔 두|오사이|오사이
543|오백 사십 삼|오백 마흔 셋|오백 마흔 세|오사삼|오사삼
544|오백 사십 사|오백 마흔 넷|오백 마흔 네|오사사|오사사
545|오백 사십 오|오백 마흔 다섯|오백 마흔 다섯|오사오|오사오
546|오백 사십 육|오백 마흔 여섯|오백 마흔 여섯|오사육|오사육
547|오백 사십 칠|오백 마흔 일곱|오백 마흔 일곱|오사칠|오사칠
548|오백 사십 팔|오백 마흔 여덟|오백 마흔 여덟|오사팔|오사팔
549|오백 사십 구|오백 마흔 아홉|오백 마흔 아홉|오사구|오사구
550|오백 오십|오백 쉰|오백 쉰|오오공|오오영
551|오백 오십 일|오백 쉰 하나|오백 쉰 한|오오일|오오일
552|오백 오십 이|오백 쉰 둘|오백 쉰 두|오오이|오오이
553|오백 오십 삼|오백 쉰 셋|오백 쉰 세|오오삼|오오삼
554|오백 오십 사|오백 쉰 넷|오백 쉰 네|오오사|오오사
555|오백 오십 오|오백 쉰 다섯|오백 쉰 다섯|오오오|오오오
556|오백 오십 육|오백 쉰 여섯|오백 쉰 여섯|오오육|오오육
557|오백 오십 칠|오백 쉰 일곱|오백 쉰 일곱|오오칠|오오칠
558|오백 오십 팔|오백 쉰 여덟|오백 쉰 여덟|오오팔|오오팔
559|오백 오십 구|오백 쉰 아홉|오백 쉰 아홉|오오구|오오구
560|오백 육십|오백 예순|오백 예순|오육공|오육영
561|오백 육십 일|오백 예순 하나|오백 예순 한|오육일|오육일
562|오백 육십 이|오백 예순 둘|오백 예순 두|오육이|오육이
563|오백 육십 삼|오백 예순 셋|오백 예순 세|오육삼|오육삼
564|오백 육십 사|오백 예순 넷|오백 예순 네|오육사|오육사
565|오백 육십 오|오백 예순 다섯|오백 예순 다섯|오육오|오육오
566|오백 육십 육|오백 예순 여섯|오백 예순 여섯|오육육|오육육
567|오백 육십 칠|오백 예순 일곱|오백 예순 일곱|오육칠|오육칠
568|오백 육십 팔|오백 예순 여덟|오백 예순 여덟|오육팔|오육팔
569|오백 육십 구|오백 예순 아홉|오백 예순 아홉|오육구|오육구
570|오백 칠십|오백 일흔|오백 일흔|오칠공|오칠영
571|오백 칠십 일|오백 일흔 하나|오백 일흔 한|오칠일|오칠일
572|오백 칠십 이|오백 일흔 둘|오백 일흔 두|오칠이|오칠이
573|오백 칠십 삼|오백 일흔 셋|오백 일흔 세|오칠삼|오칠삼
574|오백 칠십 사|오백 일흔 넷|오백 일흔 네|오칠사|오칠사
575|오백 칠십 오|오백 일흔 다섯|오백 일흔 다섯|오칠오|오칠오
576|오백 칠십 육|오백 일흔 여섯|오백 일흔 여섯|오칠육|오칠육
577|오백 칠십 칠|오백 일흔 일곱|오백 일흔 일곱|오칠칠|오칠칠
578|오백 칠십 팔|오백 일흔 여덟|오백 일흔 여덟|오칠팔|오칠팔
579|오백 칠십 구|오백 일흔 아홉|오백 일흔 아홉|오칠구|오칠구
580|오백 팔십|오백 여든|오백 여든|오팔공|오팔영
581|오백 팔십 일|오백 여든 하나|오백 여든 한|오팔일|오팔일
582|오백 팔십 이|오백 여든 둘|오백 여든 두|오팔이|오팔이
583|오백 팔십 삼|오백 여든 셋|오백 여든 세|오팔삼|오팔삼
584|오백 팔십 사|오백 여든 넷|오백 여든 네|오팔사|오팔사
585|오백 팔십 오|오백 여든 다섯|오백 여든 다섯|오팔오|오팔오
586|오백 팔십 육|오백 여든 여섯|오백 여든 여섯|오팔육|오팔육
587|오백 팔십 칠|오백 여든 일곱|오백 여든 일곱|오팔칠|오팔칠
588|오백 팔십 팔|오백 여든 여덟|오백 여든 여덟|오팔팔|오팔팔
589|오백 팔십 구|오백 여든 아홉|오백 여든 아홉|오팔구|오팔구
590|오백 구십|오백 아흔|오백 아흔|오구공|오구영
591|오백 구십 일|오백 아흔 하나|오백 아흔 한|오구일|오구일
592|오백 구십 이|오백 아흔 둘|오백 아흔 두|오구이|오구이
593|오백 구십 삼|오백 아흔 셋|오백 아흔 세|오구삼|오구삼
594|오백 구십 사|오백 아흔 넷|오백 아흔 네|오구사|오구사
595|오백 구십 오|오백 아흔 다섯|오백 아흔 다섯|오구오|오구오
596|오백 구십 육|오백 아흔 여섯|오백 아흔 여섯|오구육|오구육
597|오백 구십 칠|오백 아흔 일곱|오백 아흔 일곱|오구칠|오구칠
598|오백 구십 팔|오백 아흔 여덟|오백 아흔 여덟|오구팔|오구팔
599|오백 구십 구|오백 아흔 아홉|육백|오구구|오구구
600|육백|육백|육백|육공공|육영영
601|육백 일|육백 하나|육백 한|육공일|육영일
602|육백 이|육백 둘|육백 두|육공이|육영이
603|육백 삼|육백 셋|육백 세|육공삼|육영삼
604|육백 사|육백 넷|육백 네|육공사|육영사
605|육백 오|육백 다섯|육백 다섯|육공이오|육영오
606|육백 육|육백 여섯|육백 여섯|육공육|육영육
607|육백 칠|육백 일곱|육백 일곱|육공칠|육영칠
608|육백 팔|육백 여덟|육백 여덟|육공팔|육영팔
609|육백 구|육백 아홉|육백 아홉|육공구|육영구
610|육백 십|육백 십|육백 십|육일공|육일영
611|육백 십 일|육백 십 하나|육백 십 한|육일일|육일일
612|육백 십 이|육백 십 둘|육백 십 두|육일이|육일이
613|육백 십 삼|육백 십 셋|육백 십 세|육일삼|육일삼
614|육백 십 사|육백 십 넷|육백 십 네|육일사|육일사
615|육백 십 오|육백 십 다섯|육백 십 다섯|육일오|육일오
616|육백 십 육|육백 십 여섯|육백 십 여섯|육일육|육일육
617|육백 십 칠|육백 십 일곱|육백 십 일곱|육일칠|육일칠
618|육백 십 팔|육백 십 여덟|육백 십 여덟|육일팔|육일팔
619|육백 십 구|육백 십 아홉|육백 십 아홉|육일구|육일구
620|육백 이십|육백 스물|육백 스무|육이공|육이영
621|육백 이십 일|육백 스물 하나|육백 스물 한|육이일|육이일
622|육백 이십 이|육백 스물 둘|육백 스물 두|육이이|육이이
623|육백 이십 삼|육백 스물 셋|육백 스물 세|육이삼|육이삼
624|육백 이십 사|육백 스물 넷|육백 스물 네|육이사|육이사
625|육백 이십 오|육백 스물 다섯|육백 스물 다섯|육이오|육이오
626|육백 이십 육|육백 스물 여섯|육백 스물 여섯|육이육|육이육
627|육백 이십 칠|육백 스물 일곱|육백 스물 일곱|육이칠|육이칠
628|육백 이십 팔|육백 스물 여덟|육백 스물 여덟|육이팔|육이팔
629|육백 이십 구|육백 스물 아홉|육백 스물 아홉|육이구|육이구
630|육백 삼십|육백 서른|육백 서른|육삼공|육삼영
631|육백 삼십 일|육백 서른 하나|육백 서른 한|육삼일|육삼일
632|육백 삼십 이|육백 서른 둘|육백 서른 두|육삼이|육삼이
633|육백 삼십 삼|육백 서른 셋|육백 서른 세|육삼삼|육삼삼
634|육백 삼십 사|육백 서른 넷|육백 서른 네|육삼사|육삼사
635|육백 삼십 오|육백 서른 다섯|육백 서른 다섯|육삼오|육삼오
636|육백 삼십 육|육백 서른 여섯|육백 서른 여섯|육삼육|육삼육
637|육백 삼십 칠|육백 서른 일곱|육백 서른 일곱|육삼칠|육삼칠
638|육백 삼십 팔|육백 서른 여덟|육백 서른 여덟|육삼팔|육삼팔
639|육백 삼십 구|육백 서른 아홉|육백 서른 아홉|육삼구|육삼구
